"","genes","estimate","p","p.adj"
"13553","YAF2",-2.08564249017862,0.0211,0.730920038535645
"13554","YAP1",0.000963633250515072,0.999,0.999279225770386
"13555","YARS",0.559789654489646,0.145,0.79117538688283
"13556","YARS2",-1.30096056795123,0.065,0.778535087719298
"13557","YBEY",-0.456380058652023,0.668,0.927528813559322
"13558","YBX1",-0.34729445427474,0.729,0.940401459854015
"13559","YBX2",0.981763456460406,0.109,0.78961743772242
"13560","YBX3",-0.721870135502361,0.177,0.797530689329556
"13561","YDJC",0.598829422210884,0.205,0.799393898120403
"13562","YEATS2",-0.689023105095982,0.114,0.78961743772242
"13563","YEATS4",-1.20050843277098,0.131,0.79117538688283
"13564","YES1",-0.671265825474423,0.333,0.831370196487567
"13565","YIF1A",0.849756022798932,0.0115,0.730920038535645
"13566","YIF1B",1.24242327099198,0.125,0.790011037527594
"13567","YIPF1",-1.19078038955817,0.154,0.794131844380403
"13568","YIPF2",-0.000676484297279012,0.999,0.999279225770386
"13569","YIPF3",0.398306814642805,0.554,0.897816130851664
"13570","YIPF4",-0.505420120210134,0.375,0.839446168166305
"13571","YIPF5",0.144731755136418,0.848,0.96710643722116
"13572","YIPF6",0.769526646808927,0.0965,0.78961743772242
"13573","YJEFN3",0.0469322021338616,0.938,0.986153789659224
"13574","YKT6",0.591997283649443,0.572,0.900186018437226
"13575","YLPM1",-0.419757419708213,0.503,0.878960571289062
"13576","YME1L1",-0.811813133738987,0.0069,0.730920038535645
"13577","YOD1",-1.23106107940397,0.189,0.797609970674487
"13578","YPEL1",0.553934717614612,0.333,0.831370196487567
"13579","YPEL2",-0.120672266640488,0.849,0.967521642443015
"13580","YPEL3",-1.08327443834013,0.0447,0.767252306273063
"13581","YPEL4",0.189840318647908,0.802,0.954333333333333
"13582","YPEL5",0.122862135943063,0.84,0.964204955496752
"13583","YRDC",-0.250839668257262,0.738,0.943424718699768
"13584","YTHDC1",-0.465420122015886,0.295,0.827964478333643
"13585","YTHDC2",0.110332254708504,0.836,0.96353172690763
"13586","YTHDF1",1.57006246555234,0.038,0.765429305912596
"13587","YTHDF2",-0.0926562095912716,0.903,0.979424534020306
"13588","YTHDF3",-0.922004482656201,0.034,0.75214406779661
"13589","YWHAB",0.798541549418218,0.216,0.799799752781211
"13590","YWHAE",-0.0257714004678122,0.974,0.996413206603302
"13591","YWHAG",-0.376562086552237,0.469,0.872120682964688
"13592","YWHAH",0.684552053828959,0.289,0.827964478333643
"13593","YWHAQ",-0.484636194039938,0.5,0.878960571289062
"13594","YWHAZ",0.0152089024714597,0.977,0.996491271820449
"13595","YY1",0.224021802563859,0.661,0.926487320082248
"13596","YY1AP1",-0.255445068681101,0.393,0.845441088961619
"13597","YY2",0.126484393624199,0.855,0.969451485148515
"13598","ZADH2",0.651077930916867,0.295,0.827964478333643
"13599","ZBED1",-0.0886642028743364,0.87,0.971283399548181
"13600","ZBED3",-0.475996118001827,0.509,0.882016099745794
"13601","ZBED4",-1.44948810254483,0.0875,0.78961743772242
"13602","ZBED5",-0.917752718053923,0.099,0.78961743772242
"13603","ZBED6",-0.517157398305273,0.446,0.863469028942386
"13604","ZBED6CL",-1.03762173854612,0.281,0.825639367816092
"13605","ZBED8",0.1302658994136,0.837,0.96353172690763
"13606","ZBED9",-0.724308890125234,0.485,0.876281080398839
"13607","ZBP1",0.270734382115325,0.733,0.941742505833782
"13608","ZBTB1",-0.565164985037039,0.357,0.838849452120057
"13609","ZBTB10",0.16440398498793,0.67,0.92774714644999
"13610","ZBTB11",-0.374701266040112,0.573,0.900186018437226
"13611","ZBTB12",-0.0139021816084001,0.986,0.996863479059256
"13612","ZBTB14",-0.725068442684237,0.385,0.84193085106383
"13613","ZBTB17",0.622362335224978,0.481,0.875351512840071
"13614","ZBTB18",-0.924864058088268,0.209,0.799799752781211
"13615","ZBTB2",-0.388803696775719,0.61,0.913118268325839
"13616","ZBTB20",0.92927666079864,0.215,0.799799752781211
"13617","ZBTB21",-0.0738982607439382,0.873,0.971848121937942
"13618","ZBTB22",-0.693683391845673,0.468,0.872120682964688
"13619","ZBTB24",-0.310988016948086,0.546,0.895712812285125
"13620","ZBTB25",-0.975206278613452,0.259,0.820705622932745
"13621","ZBTB26",-0.0348424766985976,0.948,0.989184342882134
"13622","ZBTB33",-0.152614761371469,0.747,0.945640696851786
"13623","ZBTB34",-0.930996455723668,0.193,0.797992036405006
"13624","ZBTB37",-0.104855728456719,0.718,0.938880651323569
"13625","ZBTB38",0.447228345662772,0.309,0.827964478333643
"13626","ZBTB39",-0.947580214319557,0.0322,0.74319089456869
"13627","ZBTB4",0.109265331273463,0.785,0.952801756905144
"13628","ZBTB40",-0.809688624705295,0.0866,0.78961743772242
"13629","ZBTB41",-1.42002219143771,0.241,0.808700187529301
"13630","ZBTB42",0.350808737848509,0.452,0.866182061579652
"13631","ZBTB43",-0.343547317141257,0.561,0.89959840932004
"13632","ZBTB44",-0.25948129979433,0.63,0.917721583392694
"13633","ZBTB45",-0.0913712849838305,0.93,0.984904194717763
"13634","ZBTB46",0.634053154237746,0.219,0.799799752781211
"13635","ZBTB47",0.204818066168102,0.586,0.904527711882683
"13636","ZBTB48",0.0534100492422521,0.949,0.989362391668487
"13637","ZBTB49",-0.257636558908241,0.698,0.936357417299222
"13638","ZBTB5",-1.0345635453839,0.0576,0.767252306273063
"13639","ZBTB6",-0.59471807072094,0.404,0.848981209630065
"13640","ZBTB7A",-0.884398172472047,0.397,0.845441088961619
"13641","ZBTB7B",-0.383188640357476,0.387,0.84193085106383
"13642","ZBTB7C",0.87188497504397,0.149,0.79117538688283
"13643","ZBTB8A",-0.96954156472061,0.269,0.823862858365426
"13644","ZBTB8B",-0.100630078830607,0.869,0.971283399548181
"13645","ZBTB8OS",1.04024764279973,0.0551,0.767252306273063
"13646","ZBTB9",0.348390633459273,0.584,0.904527711882683
"13647","ZC2HC1A",-0.330370916253685,0.727,0.940401459854015
"13648","ZC2HC1C",0.282728492889033,0.488,0.877873392680514
"13649","ZC3H10",-0.831935826293165,0.226,0.799799752781211
"13650","ZC3H11A",-0.332712612393364,0.764,0.948629158004158
"13651","ZC3H12A",-0.527681826478293,0.602,0.910473322768093
"13652","ZC3H12C",-0.390421957370375,0.579,0.902663622526636
"13653","ZC3H13",1.35973154717149,0.204,0.799195402298851
"13654","ZC3H14",-1.2295804265496,0.0383,0.765429305912596
"13655","ZC3H15",-0.00573100362635581,0.991,0.997480312192378
"13656","ZC3H18",0.36375400753437,0.433,0.858979351441242
"13657","ZC3H3",-0.705484651199641,0.289,0.827964478333643
"13658","ZC3H4",0.255053111375762,0.774,0.94959556620731
"13659","ZC3H6",-0.665929872180197,0.438,0.860271731690623
"13660","ZC3H7A",1.40370920159236,0.0157,0.730920038535645
"13661","ZC3H7B",-0.651196062671085,0.513,0.883705776173285
"13662","ZC3H8",-1.56604011780027,0.185,0.797609970674487
"13663","ZC3HAV1",-0.700287933735958,0.231,0.801834384093113
"13664","ZC3HAV1L",-1.12987487962456,0.00767,0.730920038535645
"13665","ZC3HC1",0.0384781289594376,0.946,0.988899518037097
"13666","ZC4H2",-0.551549424307669,0.092,0.78961743772242
"13667","ZCCHC10",0.82429209111011,0.201,0.798775426058274
"13668","ZCCHC11",-1.50659834459868,0.0135,0.730920038535645
"13669","ZCCHC14",-0.322629928684649,0.747,0.945640696851786
"13670","ZCCHC17",1.13617905341866,0.0181,0.730920038535645
"13671","ZCCHC18",0.190369546012894,0.436,0.860162624035281
"13672","ZCCHC2",0.545362257297561,0.623,0.916948899856056
"13673","ZCCHC24",1.31208920089094,0.186,0.797609970674487
"13674","ZCCHC3",-0.313518221104812,0.594,0.907095156816727
"13675","ZCCHC4",-0.417160711570602,0.404,0.848981209630065
"13676","ZCCHC6",-0.551369671507368,0.35,0.835738115095913
"13677","ZCCHC7",-0.673400948392386,0.121,0.78961743772242
"13678","ZCCHC8",-1.42554397798337,0.0591,0.770506830601093
"13679","ZCCHC9",-1.15574099837576,0.0892,0.78961743772242
"13680","ZCRB1",-1.14617409021109,0.152,0.792093192573717
"13681","ZCWPW1",-0.840250814297612,0.183,0.797609970674487
"13682","ZCWPW2",-0.417145453995296,0.288,0.827964478333643
"13683","ZDBF2",-1.12528186566079,0.143,0.79117538688283
"13684","ZDHHC1",-0.112238999141481,0.863,0.970756325632563
"13685","ZDHHC11",-0.162015647581238,0.716,0.938880651323569
"13686","ZDHHC11B",0.193383108573777,0.763,0.948629158004158
"13687","ZDHHC12",0.335999924466143,0.698,0.936357417299222
"13688","ZDHHC13",-1.75675501705981,0.0132,0.730920038535645
"13689","ZDHHC14",1.00583248693563,0.264,0.822987804878049
"13690","ZDHHC15",0.315977677517905,0.633,0.917813509693053
"13691","ZDHHC16",-0.447417995300426,0.362,0.838849452120057
"13692","ZDHHC17",-0.838587783315968,0.088,0.78961743772242
"13693","ZDHHC18",-1.72122747194128,0.0835,0.78961743772242
"13694","ZDHHC2",-0.988828992152234,0.278,0.825639367816092
"13695","ZDHHC20",-0.373339715334403,0.387,0.84193085106383
"13696","ZDHHC21",-0.884969040460242,0.276,0.825639367816092
"13697","ZDHHC23",-1.32894633972761,0.0109,0.730920038535645
"13698","ZDHHC24",0.651722447858559,0.445,0.863469028942386
"13699","ZDHHC3",-0.310032095116411,0.587,0.904944819457838
"13700","ZDHHC4",-0.607834823556999,0.328,0.829708429051069
"13701","ZDHHC5",-0.309698160910278,0.227,0.799955882352941
"13702","ZDHHC6",-1.24293091346553,0.0979,0.78961743772242
"13703","ZDHHC7",0.460294333434876,0.493,0.877873392680514
"13704","ZDHHC8",0.42468897281582,0.63,0.917721583392694
"13705","ZDHHC9",-0.455878145299151,0.143,0.79117538688283
"13706","ZEB1",0.142538600487852,0.762,0.948629158004158
"13707","ZER1",0.496512013899673,0.456,0.868614770459082
"13708","ZFAND1",-1.1414672852854,0.212,0.799799752781211
"13709","ZFAND2A",-0.987765866381683,0.21,0.799799752781211
"13710","ZFAND2B",0.0118573571045267,0.985,0.996863479059256
"13711","ZFAND3",0.247835307802365,0.764,0.948629158004158
"13712","ZFAND4",-0.391538693806109,0.523,0.887370510845087
"13713","ZFAND5",-0.372427769965083,0.629,0.917721583392694
"13714","ZFAND6",0.188092300857052,0.86,0.970126083530339
"13715","ZFAT",-0.607833478289432,0.318,0.828913595933926
"13716","ZFC3H1",-0.775454305412916,0.113,0.78961743772242
"13717","ZFHX2",-0.777291963285932,0.327,0.829708429051069
"13718","ZFHX4",-0.653773155901447,0.145,0.79117538688283
"13719","ZFP1",0.765937957385245,0.236,0.806094010975901
"13720","ZFP14",-1.13893847222915,0.0183,0.730920038535645
"13721","ZFP2",-1.99109827455945,0.0237,0.730920038535645
"13722","ZFP28",0.319064127678277,0.768,0.94959556620731
"13723","ZFP3",-1.18932291179449,0.144,0.79117538688283
"13724","ZFP30",0.00404104298297614,0.991,0.997480312192378
"13725","ZFP36",-0.576709336071711,0.293,0.827964478333643
"13726","ZFP36L1",-0.622369790870356,0.0234,0.730920038535645
"13727","ZFP36L2",-0.294786056159263,0.503,0.878960571289062
"13728","ZFP37",-0.044041488142874,0.939,0.986191122523844
"13729","ZFP41",-0.112035443422316,0.758,0.948162355819643
"13730","ZFP57",0.703655350215222,0.417,0.853468834688347
"13731","ZFP62",-1.49911741041287,0.0658,0.780386909693455
"13732","ZFP64",-1.36312189416113,0.13,0.79117538688283
"13733","ZFP69",-0.504109956918797,0.486,0.876759924385633
"13734","ZFP69B",-0.4134394973874,0.721,0.938880651323569
"13735","ZFP82",-1.23394059998785,0.206,0.799799752781211
"13736","ZFP90",-0.636477291541989,0.283,0.826933047560727
"13737","ZFP91",-0.140247968710179,0.705,0.938296351313713
"13738","ZFPL1",1.12573739495724,0.197,0.798775426058274
"13739","ZFPM1",0.786188309966173,0.225,0.799799752781211
"13740","ZFR",1.15193642928397,0.172,0.79579185520362
"13741","ZFX",-0.813548210156403,0.278,0.825639367816092
"13742","ZFYVE1",-0.525989443747764,0.433,0.858979351441242
"13743","ZFYVE16",-1.52990688038374,0.112,0.78961743772242
"13744","ZFYVE19",-0.786982314192135,0.143,0.79117538688283
"13745","ZFYVE21",0.583732416981645,0.0193,0.730920038535645
"13746","ZFYVE26",-0.317378987486886,0.63,0.917721583392694
"13747","ZFYVE27",-1.2184370827758,0.146,0.79117538688283
"13748","ZFYVE28",0.781303848898612,0.274,0.824707737594617
"13749","ZFYVE9",-0.976408640460013,0.167,0.794227212681638
"13750","ZG16B",1.19511161554035,0.0221,0.730920038535645
"13751","ZGLP1",0.222028987017486,0.694,0.936079336662583
"13752","ZGPAT",0.752716375092524,0.0978,0.78961743772242
"13753","ZGRF1",-0.35142585895023,0.656,0.923457567115744
"13754","ZHX1",0.868540637558767,0.27,0.823928799829461
"13755","ZHX1-C8orf76",-1.00456821153596,0.0755,0.782787103746398
"13756","ZHX2",-0.470297008673713,0.287,0.827964478333643
"13757","ZHX3",1.1179388227327,0.0901,0.78961743772242
"13758","ZIC1",-0.165790367021147,0.764,0.948629158004158
"13759","ZIC2",-0.466357398351265,0.219,0.799799752781211
"13760","ZIC4",0.0535537315033849,0.929,0.984427788881487
"13761","ZIC5",-1.06066867551427,0.112,0.78961743772242
"13762","ZIK1",1.13666902311184,0.221,0.799799752781211
"13763","ZIM2",1.2165825565196,0.0875,0.78961743772242
"13764","ZKSCAN1",-0.159340577529327,0.748,0.94574711122872
"13765","ZKSCAN2",-0.393226991971977,0.547,0.896118345899018
"13766","ZKSCAN3",-0.361132840104555,0.404,0.848981209630065
"13767","ZKSCAN4",-0.163808639044837,0.776,0.950170216405782
"13768","ZKSCAN5",-0.298317029710925,0.534,0.892389680130749
"13769","ZKSCAN7",-0.107808125350608,0.86,0.970126083530339
"13770","ZKSCAN8",-0.599461569732742,0.272,0.824123787431464
"13771","ZMAT1",0.505443615579442,0.326,0.829708429051069
"13772","ZMAT2",-0.0429485523113831,0.935,0.985716177444273
"13773","ZMAT3",-0.378605998920192,0.596,0.908114954763172
"13774","ZMAT5",0.762900414308676,0.437,0.860271731690623
"13775","ZMIZ1",-0.581861282335775,0.332,0.830580216707445
"13776","ZMIZ2",-0.216575919065398,0.72,0.938880651323569
"13777","ZMPSTE24",0.16455083533096,0.9,0.978989361702128
"13778","ZMYM1",-1.57841518476689,0.0312,0.738154036243822
"13779","ZMYM2",-1.02037407567,0.128,0.79117538688283
"13780","ZMYM3",0.0437919979942342,0.947,0.989078140960163
"13781","ZMYM4",-0.819762372814296,0.283,0.826933047560727
"13782","ZMYM5",-1.03383718210302,0.0105,0.730920038535645
"13783","ZMYM6",-0.922710457898149,0.136,0.79117538688283
"13784","ZMYND10",0.0593186846616228,0.9,0.978989361702128
"13785","ZMYND11",0.0920027621731445,0.8,0.954333333333333
"13786","ZMYND12",-0.302127713360368,0.721,0.938880651323569
"13787","ZMYND15",-0.15129345852739,0.734,0.94192828328104
"13788","ZMYND19",0.39703500617318,0.467,0.871932307290987
"13789","ZMYND8",-0.147263242338756,0.763,0.948629158004158
"13790","ZNF10",-1.04785045434857,0.0569,0.767252306273063
"13791","ZNF100",-0.797181557869972,0.223,0.799799752781211
"13792","ZNF101",-0.981021671333266,0.115,0.78961743772242
"13793","ZNF106",-1.22404788891817,0.0298,0.736338409475465
"13794","ZNF107",-0.471311856105099,0.591,0.905120894404622
"13795","ZNF112",0.211800407358,0.838,0.96353172690763
"13796","ZNF114",0.149334794436833,0.861,0.970183800377834
"13797","ZNF117",-1.32362543895865,0.0916,0.78961743772242
"13798","ZNF12",-1.33144905731406,0.187,0.797609970674487
"13799","ZNF121",-0.781671918944151,0.187,0.797609970674487
"13800","ZNF124",-0.576611968418739,0.302,0.827964478333643
"13801","ZNF131",0.413349877799419,0.535,0.893122448979592
"13802","ZNF132",0.220424838539226,0.727,0.940401459854015
"13803","ZNF133",-0.541864906708346,0.562,0.899992169146437
"13804","ZNF134",0.725372418041217,0.509,0.882016099745794
"13805","ZNF135",0.0263579352671983,0.973,0.996173294235446
"13806","ZNF136",-0.508023774415213,0.214,0.799799752781211
"13807","ZNF138",-0.904103462580009,0.159,0.794227212681638
"13808","ZNF14",-1.95161103543372,0.0298,0.736338409475465
"13809","ZNF140",-1.13823366147421,0.17,0.79579185520362
"13810","ZNF141",-0.0889608509742935,0.88,0.974487506768778
"13811","ZNF142",-0.85821456172845,0.232,0.802193236714976
"13812","ZNF143",-1.51863204799352,0.0123,0.730920038535645
"13813","ZNF146",-0.635724115545897,0.319,0.828913595933926
"13814","ZNF148",-0.641024868491595,0.13,0.79117538688283
"13815","ZNF154",-0.605019036763126,0.512,0.883258616534105
"13816","ZNF155",0.00868725968081846,0.993,0.997669497473329
"13817","ZNF157",-0.122987838538506,0.786,0.952801756905144
"13818","ZNF16",-1.30044352035176,0.0134,0.730920038535645
"13819","ZNF160",0.211394241057678,0.799,0.954333333333333
"13820","ZNF165",-0.56748685658142,0.304,0.827964478333643
"13821","ZNF169",-1.76916918942174,0.00766,0.730920038535645
"13822","ZNF17",0.511596219977898,0.572,0.900186018437226
"13823","ZNF174",-0.185295242321515,0.757,0.947822531269133
"13824","ZNF175",-0.121056783080637,0.851,0.967521642443015
"13825","ZNF177",0.01725660308201,0.982,0.996620347394541
"13826","ZNF18",-0.0701869156441306,0.889,0.976447095833653
"13827","ZNF180",-0.375823944824016,0.605,0.911036546943919
"13828","ZNF181",-0.936632449444072,0.198,0.798775426058274
"13829","ZNF182",-0.776036118393848,0.258,0.820705622932745
"13830","ZNF184",-0.402759808746531,0.642,0.920748086290884
"13831","ZNF185",0.634687298279056,0.315,0.828913595933926
"13832","ZNF189",-0.87667051921931,0.438,0.860271731690623
"13833","ZNF19",0.135399145478402,0.818,0.958865869636423
"13834","ZNF195",-2.52274314491539,0.00356,0.730920038535645
"13835","ZNF197",-0.308244767178963,0.545,0.894995411265344
"13836","ZNF2",-0.0389147912093066,0.836,0.96353172690763
"13837","ZNF20",-1.04313668797656,0.0556,0.767252306273063
"13838","ZNF200",0.576155898815036,0.422,0.855050247699929
"13839","ZNF202",-0.312162826532496,0.635,0.917813509693053
"13840","ZNF205",0.67031500706722,0.244,0.811538104089219
"13841","ZNF207",-1.16024744471401,0.0662,0.781891914191419
"13842","ZNF211",0.606672261737344,0.539,0.8946875
"13843","ZNF212",-0.248805676803059,0.749,0.94574711122872
"13844","ZNF213",0.208555439527469,0.734,0.94192828328104
"13845","ZNF217",-0.252198347536138,0.536,0.894061990212072
"13846","ZNF219",0.258984897330192,0.741,0.944560552092609
"13847","ZNF22",-0.175637796315872,0.824,0.961333333333333
"13848","ZNF221",-0.0277614711566497,0.974,0.996413206603302
"13849","ZNF222",0.156999731734222,0.87,0.971283399548181
"13850","ZNF223",0.92108379821269,0.261,0.82112213740458
"13851","ZNF224",0.723373086722987,0.488,0.877873392680514
